chr	start	end	target	0	strand
chr9	98625607	98877335		0	-
chr9	99103656	99105494		0	-
chr9	99119072	99132726		0	+
chr9	100300310	100301804		0	-
chr9	101421691	101425620		0	+
chr9	105361190	105365639		0	+
chr9	105490637	105644616		0	+
chr9	105553872	105575717		0	-
chr9	105645434	105742483		0	+
chr9	106974833	107129639		0	-
chr9	109137724	109141400		0	+
chr9	110691327	110785722		0	-
chr9	111691481	111787138		0	+
chr9	114081793	114093319		0	+
chr9	114176951	114179172		0	-
chr9	114850968	115402644		0	+
chr9	120389195	120394807		0	-
chr9	120532565	120546554		0	+
chr9	120989591	120997625		0	-
chr9	122144102	122159749		0	-
chr9	127495374	127503509		0	+
chr9	127685918	127690808		0	-
chr9	127818119	127821431		0	+
chr9	127819106	127820280		0	+
chr9	127828642	127843356		0	+
chr9	127825373	127835179		0	+
chr9	127934503	127941509		0	+
chr9	128322279	128325549		0	+
chr9	128353934	128359092		0	-
chr9	128528328	128552481		0	-
chr9	128528366	128553507		0	+
chr9	128689440	128692756		0	+
chr9	128993649	129006564		0	-
chr9	130490657	130502645		0	-
chr9	130695120	130712962		0	-
chr9	131027746	131053066		0	-
chr9	131080880	131093868		0	-
chr9	131132852	131167798		0	-
chr9	132986117	133023931		0	-
chr9	133064638	133066908		0	-
chr9	133069007	133085075		0	-
chr9	133518149	133519925		0	+
chr9	133540314	133543885		0	-
chr9	135699090	135701686		0	-
chr9	135782166	135784137		0	-
chr9	136428619	136431184		0	-
chr9	136508881	136511330		0	-
chr9	136542364	136545027		0	+
chr9	136800439	136841187		0	-
chr9	137160088	137161895		0	-
chr9	137165249	137168755		0	+
chr9	137234116	137236469		0	-
chr9	137759301	137762769		0	+
chr10	243746	257214		0	-
chr10	6013638	6040893		0	+
chr10	8039087	8057381		0	-
chr10	12110940	12118838		0	-
chr10	13277805	13283723		0	-
chr10	13288412	13300097		0	-
chr10	13631143	13676419		0	+
chr10	14905805	14914031		0	+
chr10	16913800	16915880		0	+
chr10	16972136	16985471		0	+
chr10	17031761	17065803		0	+
chr10	17590275	17604364		0	-
chr10	26129136	26168658		0	-
chr10	26192001	26200643		0	-
chr10	27833153	27864565		0	+
chr10	29409534	29485985		0	+
chr10	49418914	49472923		0	+
chr10	51467721	51470102		0	+
chr10	53499578	53846159		0	+
chr10	54056786	54090039		0	-
chr10	54126155	54153549		0	+
chr10	58385442	58388809		0	+
chr10	59978676	60061976		0	+
chr10	60080581	60082562		0	+
chr10	68145533	68158478		0	-
chr10	68199247	68217736		0	-
chr10	69213238	69233015		0	-
chr10	69572958	69577155		0	+
chr10	69922283	69956751		0	-
chr10	71340672	71349452		0	-
chr10	71564599	71597706		0	-
chr10	71677596	71709575		0	-
chr10	71776622	71783470		0	-
chr10	73182450	73243399		0	-
chr10	73810654	73828609		0	+
chr10	74505986	74559291		0	-
chr10	74834746	74872519		0	-
chr10	75026427	75034790		0	-
chr10	76036006	76176200		0	+
chr10	76553174	76711421		0	-
chr10	76887307	77013950		0	+
chr10	77925669	77929947		0	+
chr10	79298762	79302193		0	-
chr10	79555790	79615418		0	-
chr10	86716324	86716588		0	-
chr10	87514762	87553388		0	+
chr10	87744669	87745657		0	-
chr10	87950262	87958203		0	-
chr10	88932390	88941228		0	+
chr10	89138371	89292761		0	+
chr10	89430939	89471601		0	+
chr10	93628703	93633437		0	-
chr10	93660163	93662470		0	-
chr10	93669685	93692563		0	-
chr10	93698300	93702498		0	-
chr10	93758848	93819593		0	-
chr10	94250768	94254227		0	-
chr10	94269280	94287667		0	-
chr10	95732548	96090250		0	-
chr10	95832667	95875553		0	+
chr10	98430571	98431282		0	-
chr10	98471340	98534480		0	+
chr10	98596499	98685602		0	+
chr10	99706343	99767455		0	-
chr10	99833892	99844953		0	-
chr10	99917199	99959234		0	+
chr10	100229629	100246388		0	+
chr10	101011667	101013155		0	+
chr10	101767046	101773926		0	+
chr10	102374585	102395588		0	-
chr10	102504246	102512325		0	+
chr10	102594937	102600270		0	-
chr10	102817585	102835249		0	+
chr10	103100827	103103773		0	+
chr10	103142048	103174982		0	-
chr10	104052834	104053818		0	+
chr10	104067532	104119255		0	+
chr10	110816648	110842581		0	-
chr10	113619735	113650077		0	+
chr10	116547287	116570053		0	-
chr10	117136284	117219330		0	-
chr10	117238765	117242766		0	-
chr10	119140913	119142362		0	-
chr10	119157669	119165415		0	-
chr10	120753517	120869430		0	-
chr10	120885786	120889960		0	+
chr10	120901106	120997835		0	-
chr10	121515227	121526218		0	-
chr10	122473853	122495029		0	-
chr10	124408822	124419181		0	-
chr11	823634	832883		0	-
chr11	1444706	1445644		0	+
chr11	1454621	1469066		0	-
chr11	1680311	1757422		0	-
chr11	1763009	1763877		0	-
chr11	2132631	2138694		0	+
chr11	2158703	2183421		0	+
chr11	2424025	2699998		0	-
chr11	2840020	2870428		0	-
chr11	3029009	3041261		0	+
chr11	4074519	4075322		0	+
chr11	5133366	5243331		0	+
chr11	6618761	6620510		0	+
chr11	6630504	6664327		0	+
chr11	9004067	9069363		0	+
chr11	9758114	9817917		0	+
chr11	9839142	9929263		0	+
chr11	9895424	9952245		0	+
chr11	9959590	10000290		0	+
chr11	10293260	10302722		0	+
chr11	13487335	13630479		0	+
chr11	16022699	16056228		0	+
chr11	17476542	17492448		0	+
chr11	17644662	17683377		0	-
chr11	17716043	17736137		0	-
chr11	19186228	19192425		0	-
chr11	22255464	22338751		0	-
chr11	26622157	26640969		0	-
chr11	27463388	27698248		0	+
chr11	30028364	30322992		0	-
chr11	32434075	32460175		0	+
chr11	36580446	36646424		0	-
chr11	44301081	44326693		0	+
chr11	46846309	46874799		0	+
chr11	47579029	47580954		0	+
chr11	57602041	57606128		0	-
chr11	57606548	57607771		0	-
chr11	57712625	57743038		0	+
chr11	57810145	57815481		0	+
chr11	59793335	59800952		0	-
chr11	61364824	61373365		0	+
chr11	61953979	61959927		0	-
chr11	65321246	65511027		0	-
chr11	65549594	65551465		0	-
chr11	65866565	65867667		0	-
chr11	66520572	66528698		0	-
chr11	66863941	66878121		0	+
chr11	67991818	67995771		0	-
chr11	68754904	68758718		0	-
chr11	70438540	70512634		0	+
chr11	71102893	71125914		0	+
chr11	72162106	72209500		0	-
chr11	72225069	72229736		0	+
chr11	72298747	72307795		0	+
chr11	74099436	74100550		0	+
chr11	74274554	74485742		0	+
chr11	76947744	77037978		0	-
chr11	76998799	77005057		0	-
chr11	78296144	78444049		0	+
chr11	78471843	78497594		0	+
chr11	78603126	78901287		0	+
chr11	85628619	85633280		0	+
chr11	86335835	86388453		0	-
chr11	89190931	89200354		0	-
chr11	94029170	94128365		0	-
chr11	94479695	94512374		0	-
chr11	95862292	95924096		0	-
chr11	101485292	101533216		0	+
chr11	102057323	102061204		0	-
chr11	102552595	102583648		0	-
chr11	102603063	102687655		0	+
chr11	105576267	105979660		0	-
chr11	108105074	108121684		0	-
chr11	108121805	108139164		0	+
chr11	108142458	108151432		0	-
chr11	108252822	108253996		0	+
chr11	108285100	108291122		0	+
chr11	108498087	108517828		0	+
chr11	112093937	112095770		0	+
chr11	112204885	112247196		0	-
chr11	116790242	116806402		0	+
chr11	116836117	116857014		0	+
chr11	116836774	116840036		0	+
chr11	117818408	117824779		0	+
chr11	118259237	118264386		0	-
chr11	118334616	118339716		0	+
chr11	118510273	118531141		0	-
chr11	119025418	119026241		0	-
chr11	119093854	119108723		0	-
chr11	121165722	121219071		0	-
chr11	123188802	123229373		0	+
chr11	124759129	124766535		0	+
chr11	124811398	124865665		0	-
chr11	124891304	124945321		0	+
chr11	125101203	125111632		0	-
chr11	126239630	126304318		0	-
chr11	134145444	134148126		0	-
chr11	134260178	134261609		0	-
chr12	365759	389264		0	-
chr12	861172	883452		0	+
chr12	1791866	1797362		0	-
chr12	1917752	1924750		0	+
chr12	2436763	2457392		0	-
chr12	2643636	2691834		0	-
chr12	4804485	4830747		0	-
chr12	4909901	5026494		0	+
chr12	6064346	6071637		0	-
chr12	6347808	6355770		0	+
chr12	6356299	6374367		0	+
chr12	6439001	6452182		0	-
chr12	6530184	6533871		0	-
chr12	6578622	6591585		0	+
chr12	8639728	8648605		0	+
chr12	8776219	8831781		0	-
chr12	11749812	11753607		0	-
chr12	12243852	12248484		0	+
chr12	13376243	13627634		0	+
chr12	13634766	13698707		0	+
chr12	14567393	14661177		0	+
chr12	14665630	14787500		0	+
chr12	15502005	15555769		0	-
chr12	18545242	18785226		0	-
chr12	20521570	20822428		0	-
chr12	20873625	21052234		0	-
chr12	21662313	21887958		0	+
chr12	23512468	23567340		0	+
chr12	27661611	27710803		0	-
chr12	27810761	27969885		0	+
chr12	31094634	31096025		0	-
chr12	31408794	31425818		0	+
chr12	32699687	32704298		0	+
chr12	32714457	32778326		0	-
chr12	32737662	32743583		0	+
chr12	32755510	32757019		0	+
chr12	40249843	40255830		0	+
chr12	43763534	43771287		0	-
chr12	45295820	45356630		0	-
chr12	45378120	45610646		0	-
chr12	48916424	48918235		0	-
chr12	49090208	49096969		0	+
chr12	49110474	49188412		0	+
chr12	49951512	49963122		0	-
chr12	49954551	49956147		0	-
chr12	50094506	50100318		0	+
chr12	50101459	50107788		0	-
chr12	50108007	50110877		0	-
chr12	50112197	50165623		0	+
chr12	51909023	51914435		0	-
chr12	52172198	52308610		0	-
chr12	52311076	52322815		0	+
chr12	52468996	52493148		0	+
chr12	52469693	52488552		0	+
chr12	52471128	52490787		0	+
chr12	52496903	52517639		0	+
chr12	52433825	52553002		0	+
chr12	52790261	52803138		0	+
chr12	53934993	53939853		0	-
chr12	56300076	56317992		0	+
chr12	56746826	56752353		0	-
chr12	57013091	57015017		0	+
chr12	57243838	57245355		0	+
chr12	57750679	57752319		0	-
chr12	57809145	57814978		0	+
chr12	63804739	63822225		0	-
chr12	64456758	64466921		0	-
chr12	64497014	64499125		0	+
chr12	65123008	65171074		0	-
chr12	66353538	66371843		0	+
chr12	68692589	68698190		0	-
chr12	69136560	69436767		0	-
chr12	79340951	79503396		0	-
chr12	79793797	79797398		0	-
chr12	80254384	80255410		0	-
chr12	80317807	80319188		0	-
chr12	80339056	80345003		0	-
chr12	80488590	80716890		0	-
chr12	88054420	88082376		0	+
chr12	88299917	88602195		0	+
chr12	89352781	89473028		0	+
chr12	89639581	89647047		0	+
chr12	93701303	93741203		0	-
chr12	94308284	94310003		0	-
chr12	94333498	94336283		0	-
chr12	94971333	95003213		0	-
chr12	100392199	100404119		0	-
chr12	101094792	101102369		0	-
chr12	101594971	101685880		0	+
chr12	101646720	101665062		0	-
chr12	101749142	101760144		0	-
chr12	101788003	101794454		0	+
chr12	102197585	102925801		0	+
chr12	106434509	106446145		0	-
chr12	106496410	106774926		0	-
chr12	109561516	109562209		0	+
chr12	109733258	109780556		0	-
chr12	109784072	109789189		0	+
chr12	109791770	109797308		0	+
chr12	110129227	110195801		0	-
chr12	111282714	111320162		0	-
chr12	111432271	111451621		0	+
chr12	114682292	115105238		0	+
chr12	116276939	116279817		0	+
chr12	120888869	120980968		0	-
chr12	121580333	121661387		0	+
chr12	121839746	121865303		0	+
chr12	123542849	123678335		0	-
chr12	123621072	123624558		0	-
chr12	123713408	123724144		0	-
chr13	20053596	20099646		0	-
chr13	20223410	20232233		0	-
chr13	21493104	21513565		0	-
chr13	23279155	23281170		0	-
chr13	23308018	23325700		0	-
chr13	23786807	23824435		0	+
chr13	23853234	23859094		0	+
chr13	24893124	24909861		0	+
chr13	26377962	26390807		0	-
chr13	27818808	27921404		0	-
chr13	27960449	27963858		0	+
chr13	28022589	28051584		0	+
chr13	28662466	28678857		0	+
chr13	30463311	30464310		0	-
chr13	31241048	31251350		0	-
chr13	31603657	31849423		0	-
chr13	32379581	32380888		0	-
chr13	35162093	35292783		0	-
chr13	36297867	36314309		0	+
chr13	38042593	38350394		0	-
chr13	38349881	38360762		0	+
chr13	40766520	40810760		0	-
chr13	46052493	46177093		0	+
chr13	47945442	47962203		0	+
chr13	48286978	48303734		0	-
chr13	48357889	48364960		0	-
chr13	48389586	48415810		0	-
chr13	50862172	50910865		0	-
chr13	76999256	77002128		0	-
chr13	77779723	77908442		0	+
chr13	77919689	78617328		0	+
chr13	85613384	85879740		0	+
chr13	85778725	85812928		0	+
chr13	94574097	94590944		0	-
chr13	95786429	95794990		0	-
chr13	100313328	100364959		0	-
chr13	100510082	100519924		0	-
chr13	100708312	101066090		0	+
chr13	101295324	101367643		0	+
chr13	110235708	110242718		0	-
chr13	110480270	110485018		0	-
chr13	110491916	110508179		0	-
chr13	110510637	110522327		0	-
chr13	112870980	112873426		0	-
chr14	20219948	20307136		0	-
chr14	20645377	20800540		0	-
chr14	21384093	21391806		0	+
chr14	23115064	23137279		0	+
chr14	23383229	23418482		0	+
chr14	23402513	23405212		0	+
chr14	23423769	23427748		0	+
chr14	23430929	23432667		0	+
chr14	24247569	24251890		0	+
chr14	31552188	31573052		0	-
chr14	32066912	32158008		0	-
chr14	35099272	35121152		0	-
chr14	35403220	35482878		0	+
chr14	36320662	36657181		0	+
chr14	46595624	46820542		0	-
chr14	49545349	49862853		0	+
chr14	49625178	49629890		0	-
chr14	49838000	49840418		0	+
chr14	53152529	53883740		0	+
chr14	54902323	54908303		0	+
chr14	58508420	58521200		0	+
chr14	58634120	58647117		0	-
chr14	60734783	60982585		0	+
chr14	61675797	61756882		0	-
chr14	62810886	62975089		0	+
chr14	64817815	64824405		0	+
chr14	65077950	65101560		0	+
chr14	65721004	65726716		0	-
chr14	66751088	66884282		0	-
chr14	67072420	67189354		0	-
chr14	67259863	67337302		0	-
chr14	67718919	67727049		0	-
chr14	74289880	74292590		0	+
chr14	74512245	74521299		0	+
chr14	74552096	74561119		0	+
chr14	75091702	75108992		0	+
chr14	75118869	75126953		0	-
chr14	75627883	75640793		0	-
chr14	75742826	75751503		0	-
chr14	75771206	75774291		0	-
chr14	75882719	75955078		0	+
chr14	76066973	76082288		0	-
chr14	76473312	76761883		0	-
chr14	77027468	77069504		0	+
chr14	81049426	81172672		0	-
chr14	87968393	87992838		0	-
chr14	89989716	90044703		0	+
chr14	91272843	91275840		0	+
chr14	91281643	91288703		0	+
chr14	92039542	92063319		0	+
chr14	93730012	93762296		0	+
chr14	94327482	94384812		0	+
chr14	94430633	94508301		0	+
chr14	99158253	99183917		0	+
chr14	101936979	102039286		0	+
chr14	101961777	101965297		0	-
chr14	102464644	102465404		0	+
chr14	102917474	102927802		0	+
chr14	102923444	102928739		0	-
chr14	102928809	102930087		0	+
chr14	104724385	104739679		0	+
chr14	105228861	105248539		0	-
chr15	23646149	23657311		0	+
chr15	24978583	25420336		0	+
chr15	25405461	25438981		0	-
chr15	27483031	27608860		0	-
chr15	30991782	31042302		0	+
chr15	32624106	32641615		0	-
chr15	34755078	34814760		0	+
chr15	36639921	36674358		0	-
chr15	38250369	38253919		0	-
chr15	38493203	38515895		0	+
chr15	39998697	40015464		0	-
chr15	40142869	40239701		0	-
chr15	40407080	40421297		0	+
chr15	40416366	40419984		0	-
chr15	40417290	40419530		0	-
chr15	40606438	40609236		0	-
chr15	40635088	40695119		0	-
chr15	40930822	40938084		0	-
chr15	41283955	41508868		0	+
chr15	42384559	42386160		0	-
chr15	42409787	42412247		0	+
chr15	42829970	42920493		0	-
chr15	43085298	43093897		0	+
chr15	43106225	43206481		0	-
chr15	44854557	45002904		0	+
chr15	44924656	45038366		0	-
chr15	45041716	45058755		0	-
chr15	45111561	45114067		0	+
chr15	45373235	45378444		0	-
chr15	48104788	48126926		0	-
chr15	48184567	48232866		0	-
chr15	48240144	48254591		0	-
chr15	48254780	48331856		0	-
chr15	48299191	48304076		0	+
chr15	48415681	48418669		0	+
chr15	48423460	48435343		0	+
chr15	48782907	48787102		0	+
chr15	51001940	51005618		0	+
chr15	51037282	51322530		0	+
chr15	52124561	52142967		0	+
chr15	52179477	52206915		0	+
chr15	56094018	56095194		0	+
chr15	60479152	60662793		0	+
chr15	60666374	60688659		0	+
chr15	61834682	61935738		0	+
chr15	63059567	63071911		0	-
chr15	63317988	63345458		0	+
chr15	63615781	63616092		0	-
chr15	64968938	64989946		0	-
chr15	65617958	65628735		0	-
chr15	71901258	71935195		0	+
chr15	72274680	72351794		0	+
chr15	72308252	72378788		0	+
chr15	72733467	72735206		0	-
chr15	74337971	74338679		0	+
chr15	74339402	74341370		0	+
chr15	76262706	76276305		0	+
chr15	77568781	77631386		0	+
chr15	80507906	80550916		0	-
chr15	82647706	82692820		0	+
chr15	83178858	83439445		0	+
chr15	84643145	84654283		0	-
chr15	89648079	89657225		0	+
chr15	89665883	89666637		0	+
chr15	90230246	90234037		0	-
chr15	90754896	90758292		0	-
chr15	90869918	91036864		0	+
chr15	90928217	90946088		0	+
chr15	92819540	92902312		0	+
chr15	98645863	98651221		0	-
chr15	98878921	98893774		0	-
chr15	100214929	100443837		0	+
chr15	100849747	100887115		0	+
chr15	101039637	101152048		0	-
chr16	682575	683948		0	-
chr16	817489	874496		0	+
chr16	1193635	1198711		0	-
chr16	1200664	1205139		0	-
chr16	1579242	1581097		0	-
chr16	1580487	1610429		0	+
chr16	1771896	1772918		0	-
chr16	1952954	1959444		0	-
chr16	1984876	1990477		0	-
chr16	2091395	2096596		0	+
chr16	2119207	2122525		0	+
chr16	2451612	2460022		0	-
chr16	2767152	2767765		0	-
chr16	3248031	3249278		0	+
chr16	3551781	3589021		0	+
chr16	3854584	3880120		0	-
chr16	7691634	7805877		0	-
chr16	9184131	9811059		0	+
chr16	10842199	10918852		0	-
chr16	13791733	13926703		0	-
chr16	13935664	13942685		0	-
chr16	15720893	15724291		0	+
chr16	15724905	15732993		0	+
chr16	15758193	15764785		0	+
chr16	16205166	16221602		0	+
chr16	16221807	16224555		0	+
chr16	16499533	17138976		0	+
chr16	19058460	19067899		0	-
chr16	19602706	19615326		0	-
chr16	21194831	21227422		0	+
chr16	21402599	21837688		0	+
chr16	21629335	21718017		0	-
chr16	23407870	23421408		0	+
chr16	23522017	23528187		0	-
chr16	27618470	27640746		0	+
chr16	27591234	27719373		0	-
chr16	27698373	27703924		0	+
chr16	27746072	27750270		0	-
chr16	27773146	27777703		0	-
chr16	28878821	28879921		0	-
chr16	28894975	28901758		0	-
chr16	28930415	28933335		0	-
chr16	29709173	29834567		0	+
chr16	29795722	29799097		0	-
chr16	29799707	29804089		0	-
chr16	29806441	29823573		0	-
chr16	30183393	30186583		0	-
chr16	31117664	31124064		0	+
chr16	31180892	31184007		0	-
chr16	31185080	31190120		0	+
chr16	31428023	31456440		0	+
chr16	31487000	31488492		0	-
chr16	46695109	46697818		0	+
chr16	50783859	50807069		0	-
chr16	51150704	51442519		0	+
chr16	53442842	53444303		0	-
chr16	53445781	53449590		0	+
chr16	56351860	56356377		0	-
chr16	56505978	56516131		0	-
chr16	56889403	56892965		0	-
chr16	56943801	56989489		0	-
chr16	57247350	57252414		0	+
chr16	57457339	57461086		0	-
chr16	57891843	57899364		0	+
chr16	57917408	57923149		0	+
chr16	66511722	66517280		0	-
chr16	67658696	67660264		0	-
chr16	67940246	67942901		0	-
chr16	68645050	68647064		0	-
chr16	68807879	68823526		0	-
chr16	70275654	70276485		0	+
chr16	70822950	70856965		0	+
chr16	70918319	70921623		0	+
chr16	70965554	70982498		0	+
chr16	70986850	71120269		0	+
chr16	71558923	71584347		0	+
chr16	71983398	72028986		0	+
chr16	72665002	72828289		0	+
chr16	75471871	75495739		0	+
chr16	75473099	75495479		0	-
chr16	77234817	77325229		0	+
chr16	77433319	77447061		0	+
chr16	78418620	78437737		0	-
chr16	79599611	79620110		0	+
chr16	81046150	81087625		0	-
chr16	83906895	83907999		0	+
chr16	84021078	84032900		0	+
chr16	84040790	84053806		0	+
chr16	84169927	84170280		0	-
chr16	85924974	86081106		0	+
chr16	86065310	86199877		0	+
chr16	86473638	86510614		0	-
chr16	86564915	86569728		0	-
chr16	88423199	88430352		0	-
chr16	88657436	88663130		0	-
chr16	88728232	88731793		0	+
chr16	88809469	88812076		0	-
chr16	89145972	89147298		0	-
chr16	89682459	89686912		0	-
chr17	523140	542736		0	+
chr17	572952	589340		0	+
chr17	801077	806177		0	+
chr17	1051075	1271255		0	-
chr17	1509250	1516539		0	-
chr17	1620360	1671545		0	+
chr17	1772874	1779144		0	-
chr17	3638497	3669395		0	-
chr17	5029326	5053398		0	+
chr17	5515026	5554789		0	+
chr17	6537577	6540531		0	+
chr17	7219938	7221629		0	+
chr17	7311318	7312051		0	-
chr17	7560654	7584956		0	-
chr17	7676253	7687482		0	-
chr17	7772858	7885361		0	-
chr17	8011838	8041294		0	-
chr17	8174623	8186980		0	+
chr17	8506497	8513819		0	+
chr17	9598232	9647789		0	-
chr17	10278433	10658387		0	+
chr17	10640493	10642438		0	+
chr17	11307028	11598944		0	-
chr17	11813063	11885249		0	-
chr17	15260513	15266077		0	+
chr17	16003463	16008953		0	-
chr17	16217237	16218158		0	+
chr17	16866743	17003680		0	+
chr17	16893512	16982750		0	+
chr17	18101981	18155373		0	-
chr17	18172479	18184753		0	-
chr17	19649091	19656243		0	-
chr17	28405240	28408140		0	+
chr17	28715439	28718167		0	-
chr17	28732963	28743802		0	-
chr17	28952660	29016826		0	+
chr17	29511258	29645369		0	+
chr17	30607566	31092875		0	+
chr17	31089893	31103104		0	-
chr17	31254794	31269240		0	-
chr17	31937383	31976696		0	+
chr17	37609549	37689790		0	+
chr17	37704740	37724862		0	+
chr17	37736785	37742758		0	+
chr17	39665789	39666047		0	-
chr17	40819106	40836270		0	+
chr17	40733634	40864924		0	+
chr17	40849361	40980921		0	+
chr17	40846933	40887657		0	+
